Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
6/25/17 2:02,Another Violent Ramadan,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/another-violent-ramadan_us_594f649fe4b0326c0a8d0926,american christmas discrimination diwali easter hanukah hassenan hatred islamophobia muslim ramadan religious violent american christmas discrimination diwali easter hanukah hassenan hatred islamophobia muslim ramadan religious violent american christmas discrimination diwali easter hanukah hassenan hatred islamophobia muslim ramadan religious violent,"Imagine celebrating Hanukah, Christmas, Diwali or Easter in a political and social climate strewn with such hatred.	Nabrah Hassenan was murdered near her mosque in Sterling, VA.	Around the world, Muslims are partaking in festivities for Eid-ul-Fitr, a"
6/25/17 2:22,Police investigate suspected hate crime after a petrol attack on a Muslim woman's car in Basildon,Clacton and Frinton Gazette,,,http://www.clactonandfrintongazette.co.uk/news/south_essex_news/15369626.Police_investigate_suspected_hate_crime_after_a_petrol_attack_on_a_Muslim_woman___s_car/,anglia attack basildon car court crime crosse essex fire hate incident muslim petrol police,"POLICE are investigating a suspected hate crime after a petrol attack on a Muslim woman's car.	The incident happened in Crosse Court, Basildon, at about 10.45pm on June 7.	Petrol was poured underneath the car and set alight. The vehicle's owner believes"
6/25/17 4:15,"Burned Quran, cut up pages left outside California mosques",wmac-am.com,New York,NY,http://www.wmac-am.com/news/burned-quran-cut-up-pages-left-outside-california-mosques/,,
6/25/17 6:18,Illegal Alien Accused of Murdering Muslim Teen,Newburgh Gazette,,,http://newburghgazette.com/2017/06/25/illegal-alien-accused-of-murdering-muslim-teen/,auto crime customs enforcement fairfax guardian hassanen hate loudoun martinez muslim nabra police teen torres virginia,"Police said Martinez Torres attacked the girl after getting into a fight with another teen in the group, and they have found no evidence to suggest Hassanen's killing was a hate crime.	At one point, the motorist got out of his auto and assaulted the teen,"
6/25/17 6:41,Burned Quran stuffed with bacon found outside mosque; officials investigate hate crime,Mic,New York,NY,https://mic.com/articles/180785/burned-quran-stuffed-with-bacon-found-outside-mosque-officials-investigate-hate-crime,bacon burned california coehlo crime davis hate islamic mosque muslim quran sacramento bacon burned california coehlo crime davis hate islamic mosque muslim quran sacramento bacon burned california coehlo crime davis hate islamic mosque muslim quran sacramento,"by Anthony Smith	A burned copy of the Quran дуо the holy book of the Muslim faith дуо was found Saturday stuffed with bacon and handcuffed to a fence outside a mosque in Sacramento, California, according to a statement from law enforcement.	""A little"
6/25/17 8:11,New app allows hate crime victims to report incidents of bias attacks,wtkr.com,Norfolk,VA,http://wtkr.com/2017/06/25/new-app-allows-hate-crime-victims-to-report-incidents-of-bias-attacks/,american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work american app area cair crime crimes democracy hate hooper incidents investigating islamic muslim work,Officers responded to a call of criminal damage in progress at a house of worship. They discovered that a window was broken out and several derogatory stickers were placed on the front door. No one is in custody Area Central Investigating. The incident is
6/25/17 8:22,"Korans burned, torn & stuffed with bacon in 2 suspected hate crimes in California",Newsline,,,https://newsline.com/korans-burned-torn-stuffed-with-bacon-in-2-suspected-hate-crimes-in-california/,annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull annur bacon center coehlo davis enterprise hate islamic kirk koran masjid mosque sacramento turnbull,"A burned Koran filled with bacon was handcuffed to a fence outside the Masjid Annur Islamic Center in Sacramento, the largest mosque in the area.	The Koran was attached to a temporary fence erected between the Islamic center and the Sacramento County"
6/25/17 9:41,Someone Left A Burned And Bacon-Filled Qur'an At A Mosque During Ramadan,BuzzFeed News,New York,NY,https://www.buzzfeed.com/claudiakoerner/burned-and-bacon-filled-quran-found-at-a-mosque,annur bacon davis eid elkarra enterprise fitr hate islamic masjid mosque muslim qur ramadan sacramento sacsheriff sheriff annur bacon davis eid elkarra enterprise fitr hate islamic masjid mosque muslim qur ramadan sacramento sacsheriff sheriff annur bacon davis eid elkarra enterprise fitr hate islamic masjid mosque muslim qur ramadan sacramento sacsheriff sheriff annur bacon davis eid elkarra enterprise fitr hate islamic masjid mosque muslim qur ramadan sacramento sacsheriff sheriff,"Detectives are investigating after a Qur'an that was burned, stuffed with bacon, and handcuffed to a fence was found at a Sacramento mosque on Saturday.	The Sacramento County Sheriff's Department was contacted Saturday afternoon about the desecrated holy"
6/25/17 10:37,California Mosques Hit By Possible Hate Crimes During Last Days Of Ramadan,HuffPost,New York,NY,http://www.huffingtonpost.com/entry/california-mosques-hate-crimes-ramadan_us_594fd11ee4b05c37bb770e10,annur bacon burned california cbs13 elkarra hate islamic masjid mosque quran ramadan relations sacramento annur bacon burned california cbs13 elkarra hate islamic masjid mosque quran ramadan relations sacramento annur bacon burned california cbs13 elkarra hate islamic masjid mosque quran ramadan relations sacramento annur bacon burned california cbs13 elkarra hate islamic masjid mosque quran ramadan relations sacramento,"In one case, a burned Quran filled with bacon was found handcuffed to a fence outside a Sacramento mosque on Saturday.	By Hayley Miller	Authorities are investigating two possible hates crimes against Islamic centers in California during the last days of"
6/25/17 11:45,Why You Shouldn't Let Politics Ruin Your Pride,Bustle,New York,New York,https://www.bustle.com/p/why-you-shouldnt-let-politics-ruin-your-pride-62327,brynn bustle climate danced galvanization hate jones lgbtq london political pride queer stonewall subdued trans transgender trump vice_president,"It's been a difficult year for the LGBTQ community. A Vice President with a horrific record of queer rights, Trump's withdrawal of transgender bathroom protections, not to mention the general galvanization of hate made possible by the current political"
6/25/17 12:07,Activists kept from gathering en masse for Istanbul Pride,Utica Observer Dispatch,Utica,New York,http://www.uticaod.com/news/20170625/activists-kept-from-gathering-en-masse-for-istanbul-pride,activists ban gay government intersex istanbul lgbt lgbti+ love press pride riot square state taksim turkey,"Riot police move to detain a person as they stop protesters for lesbian, gay, bisexual, trans and intersex rights from gathering in large numbers for LGBT Pride protest following a ban issued by the governor, in Istanbul, Sunday, June 25, 2017. The"
